year,country,impact
1950,DNK,0.015661591450732933
1950,CUB,0.02714264473486092
1950,MEX,0.029277670260982838
1950,NOR,0.005001143071924828
1950,EGY,0.005559574078254884
1950,HKG,0.001979529708089116
1950,NZL,0.01892869501259508
1950,PAK,0.0026677225943450658
1950,IDN,0.005882639148879701
1950,COL,0.020443883690985157
1950,ZAF,0.011150025727916837
1950,DZA,0.013524488064398817
1950,ARG,-2.068227726258065e-05
1950,PHL,0.018094123880458574
1950,IRL,0.014467684442650515
1950,AUT,-0.0020643941891040165
1950,VEN,0.014821219186140488
1951,USA,0.067421875886428
1951,GBR,0.045133779946124324
1951,CAN,0.06144060870636939
1951,FRA,0.03272259587635176
1951,DEU,0.0269791361612604
1951,NLD,0.02087715315980333
1951,AUS,0.03161862707902817
1951,ITA,0.022360575037521833
1951,BRA,0.03715940140880265
1951,IND,0.027738792299767563
1951,SWE,0.01976576564405505
1951,JPN,0.025558276631743017
1951,VEN,0.028276617237221115
1951,CHE,0.011911730837164526
1951,DNK,0.01606608695233827
1951,MEX,0.03196645208896922
1951,CUB,0.02872100657381896
1951,IDN,0.013933003192449427
1951,NOR,0.009706560377785656
1951,PAK,0.005827175634713863
1951,NZL,0.021327033961823
1951,FIN,0.010592722413786615
1951,EGY,0.005664931936976454
1951,ZAF,0.015420778074048304
1951,ARG,0.007022373598847332
1951,HKG,0.0008567218863369601
1951,DZA,0.01740477568977931
1951,PHL,0.021364755191518658
1951,AUT,0.0014608656329949162
1951,COL,0.020877047954673995
1952,USA,0.06041791825538681
1952,GBR,0.03880389425543376
1952,CAN,0.0544796027107206
1952,DEU,0.02251705258663493
1952,FRA,0.03036426035414924
1952,NLD,0.019347658296094247
1952,ITA,0.02045816413314203
1952,BRA,0.029930973779716423
1952,AUS,0.024478797236671766
1952,SWE,0.012960659201082952
1952,JPN,0.023121366464413845
1952,IND,0.01974411818303688
1952,VEN,0.02656894634283555
1952,CHE,0.007512917841957607
1952,DNK,0.012226405750497694
1952,MEX,0.027633742919484543
1952,ARG,0.006861630729746652
1952,CUB,0.02419346706319414
1952,NOR,0.004274849232623147
1952,IDN,0.00944459533522298
1952,NZL,0.017701025021255146
1952,FIN,0.003214220919059422
1952,PAK,0.0015063966948658744
1952,DZA,0.014877775708936948
1952,TUR,0.004027438394222706
1952,ZAF,0.009114371282894301
1952,AUT,0.00017695447446798495
1952,COL,0.017344568833890257
1952,EGY,-0.005363073441661509
1952,CHL,0.010389926897734818
1953,USA,0.0606044524063189
1953,GBR,0.039693504883345415
1953,CAN,0.054833844016547
1953,DEU,0.022181138208458292
1953,FRA,0.03314097661014476
1953,NLD,0.019192508766222523
1953,ITA,0.02248175380460947
1953,AUS,0.025752991099849947
1953,JPN,0.023815422777292764
1953,BRA,0.027018888253446966
1953,SWE,0.014187293414056
1953,VEN,0.027105228682075534
1953,CHE,0.008486803882533308
1953,IND,0.015606208976254393
1953,ARG,0.00672301249357045
1953,DNK,0.014523831516781455
1953,NOR,0.004768722436641799
1953,MEX,0.025591978894030438
1953,CUB,0.02205743989470296
1953,IDN,0.005210015592594051
1953,NZL,0.017366627899285742
1953,COL,0.02108565552679157
1953,ZAF,0.01062666224648569
1953,ESP,-0.0036092651697607367
1953,DZA,0.014947016778461733
1953,TUR,0.005435692537426289
1953,AUT,0.0008222096648619887
1953,PHL,0.018508277797780803
1953,EGY,-0.006776770573908886
1953,IRL,0.013822419835730203
1954,USA,0.06067025846566516
1954,GBR,0.040702430680160544
1954,DEU,0.027831994092810477
1954,CAN,0.05452524556926119
1954,FRA,0.028289061479199958
1954,NLD,0.02439504890415062
1954,ITA,0.01941569851306231
1954,JPN,0.025554192850463765
1954,AUS,0.02684869604800144
1954,BRA,0.02727280832022778
1954,SWE,0.01608952744485179
1954,VEN,0.02968626420099243
1954,CHE,0.00859806250852071
1954,IND,0.017386930962268506
1954,DNK,0.015224880924946806
1954,ARG,0.005342324310363358
1954,NOR,0.005963301140558691
1954,MEX,0.02610916126931906
1954,COL,0.02372190787325389
1954,NZL,0.019462074893358213
1954,CUB,0.022297230090899872
1954,IDN,0.002513573465918315
1954,AUT,0.006334639851207671
1954,ZAF,0.010856689691303895
1954,DZA,0.014387681156813648
1954,ESP,0.00031826246525543876
1954,FIN,0.002546634646828683
1954,PHL,0.0172280405821042
1954,TUR,0.007197218004261999
1954,ANT,0.012741709885717616
1955,USA,0.06076933918034619
1955,GBR,0.042155217406176
1955,DEU,0.03213222319854139
1955,CAN,0.054696670091729085
1955,FRA,0.02653446599857262
1955,NLD,0.025184055942569485
1955,ITA,0.018879554417812007
1955,JPN,0.02723754516199226
1955,SWE,0.01786365561665707
1955,AUS,0.027124414342194685
1955,VEN,0.030146420230855266
1955,CHE,0.011040656327562105
1955,IND,0.017781389049851066
1955,BRA,0.02293338247706697
1955,DNK,0.014768500752797347
1955,ARG,0.005731117600051579
1955,NOR,0.007533678814884626
1955,MEX,0.027775440938171816
1955,AUT,0.010131408221582329
1955,NZL,0.020396638115418367
1955,IDN,0.003605921344265066
1955,FIN,0.0057819540523497
1955,CUB,0.022684704004578407
1955,COL,0.021110509939456668
1955,ZAF,0.011861031874797527
1955,DZA,0.01514501948216394
1955,ESP,0.0028271973980415104
1955,PHL,0.01709580893165737
1955,EGY,-0.005946071107007121
1955,ANT,0.01275736716315136
1956,USA,0.0630530072726833
1956,GBR,0.039711685801333815
1956,DEU,0.03569961878999441
1956,CAN,0.05665949161523665
1956,FRA,0.028325989603651295
1956,NLD,0.024741438437380154
1956,ITA,0.022084762316737262
1956,JPN,0.03074823425311369
1956,SWE,0.01661670032611697
1956,VEN,0.031050218211506678
1956,AUS,0.022757588660115517
1956,CHE,0.012576662970159086
1956,IND,0.01772850386240584
1956,BRA,0.024252669795668
1956,DNK,0.012837985421370799
1956,MEX,0.02819024162720264
1956,NOR,0.006232173714576035
1956,ARG,0.00610139095956113
1956,AUT,0.010180225474233034
1956,IDN,0.0038786574068885534
1956,NZL,0.017666999593235602
1956,CUB,0.022577852253282238
1956,ESP,0.008662061197497116
1956,FIN,0.0032561065408506736
1956,DZA,0.014662281565550847
1956,ZAF,0.00851777395071959
1956,COL,0.018899723820796764
1956,PHL,0.014704763822304952
1956,HKG,-0.002571335966044184
1956,CHL,0.008894089526755614
1957,USA,0.06536119132279909
1957,GBR,0.040715209293439726
1957,DEU,0.041167838623565454
1957,CAN,0.057689468474190965
1957,FRA,0.02756997465625394
1957,NLD,0.024188428211043535
1957,ITA,0.023861748563031318
1957,JPN,0.03442634686153558
1957,VEN,0.036029396196510126
1957,SWE,0.018708988882408982
1957,AUS,0.022792768692225414
1957,CHE,0.015349696969544245
1957,IND,0.01977296188476654
1957,BRA,0.025709788470422962
1957,DNK,0.012742195616776456
1957,ARG,0.00850207614155384
1957,NOR,0.006483144183122978
1957,MEX,0.028373323997980322
1957,CUB,0.024569891477655835
1957,NZL,0.017288980083202413
1957,DZA,0.01631058703672258
1957,ZAF,0.009833171085544892
1957,ESP,0.0039020110592307834
1957,IDN,0.002334985577813712
1957,FIN,0.0027243794671497636
1957,PHL,0.014954322280415882
1957,COL,0.014799836045380458
1957,POL,-0.006841997310776582
1957,CHL,0.008067141374563314
1957,AUT,0.0075105709330734885
1958,USA,0.06143625472190027
1958,GBR,0.041291180453878036
1958,DEU,0.0403256226979321
1958,CAN,0.05505791301140679
1958,FRA,0.03048869136896241
1958,NLD,0.027009244808544663
1958,ITA,0.0248099272282986
1958,JPN,0.033860537874985205
1958,SWE,0.02216786117393254
1958,VEN,0.03494125464893518
1958,AUS,0.024832988556246598
1958,CHE,0.0188011830828532
1958,IND,0.020315038097112163
1958,BRA,0.027401464792279225
1958,DNK,0.01707306261248032
1958,ARG,0.01242680403018664
1958,NOR,0.011073856168404133
1958,MEX,0.030430284058455964
1958,DZA,0.021552625498051235
1958,NZL,0.019510908981847336
1958,ZAF,0.015384068176445278
1958,ESP,0.009204848529953876
1958,FIN,0.006601303750185103
1958,PHL,0.01801399576359185
1958,AUT,0.01242723498471629
1958,COL,0.016180316631208867
1958,IRL,0.016921829692881477
1958,IRQ,0.000986901881736163
1958,GRC,0.005530943489459778
1958,TUR,0.012161971943306727
1959,USA,0.06375335660949376
1959,GBR,0.04387768538783056
1959,DEU,0.043678607148915305
1959,CAN,0.05703539298479669
1959,FRA,0.03186310390240285
1959,NLD,0.02945845291114691
1959,JPN,0.037274456948792306
1959,ITA,0.02623783262225569
1959,SWE,0.022613451545333292
1959,VEN,0.03461013440897773
1959,AUS,0.025197620197614897
1959,CHE,0.020895521835380314
1959,IND,0.021072572186850973
1959,DNK,0.018920238618991357
1959,BRA,0.025895101913251475
1959,NOR,0.011011165749732647
1959,ARG,0.011033092639700648
1959,MEX,0.028209075764451287
1959,DZA,0.02086727628915066
1959,NZL,0.019244939316423643
1959,FIN,0.007985562453112627
1959,ZAF,0.012764317392642745
1959,ESP,0.007011621775684001
1959,PHL,0.017396949248897578
1959,AUT,0.013095488865351603
1959,CHL,0.010066762493103867
1959,IRL,0.016393698118133584
1959,TUR,0.007235855439198766
1959,COL,0.016271966421816213
1959,NGA,0.012716476129743748
1960,USA,0.059209531723574925
1960,GBR,0.04158322380565714
1960,DEU,0.044495271160505674
1960,CAN,0.051929237618690956
1960,FRA,0.032602278653502716
1960,NLD,0.029949319231731844
1960,ITA,0.028120805016425002
1960,JPN,0.03717644114472476
1960,SWE,0.023082069668045328
1960,AUS,0.024225829911870563
1960,CHE,0.022360977550031795
1960,VEN,0.031276937670726236
1960,IND,0.02215202426097701
1960,DNK,0.01805152201026185
1960,BRA,0.023859916025029092
1960,ARG,0.012703155943686607
1960,AUT,0.02005345955236644
1960,NOR,0.011563644882221462
1960,MEX,0.02708280137209655
1960,DZA,0.02134652987056428
1960,FIN,0.009913943438138412
1960,NZL,0.018378882643372414
1960,ESP,0.007590051235722484
1960,ZAF,0.01208053468449407
1960,HKG,0.006157824337973341
1960,PHL,0.01585857738740131
1960,IDN,0.008391883023744948
1960,CHL,0.010747460226434847
1960,PAK,0.0036919255531354606
1960,IRL,0.016040300762178265
1961,USA,0.058139106207432394
1961,DEU,0.04580309129939567
1961,GBR,0.0384853864953582
1961,FRA,0.03312594256777494
1961,CAN,0.051039848131035834
1961,ITA,0.03051442487077708
1961,JPN,0.038131320043471376
1961,NLD,0.031592319467953385
1961,SWE,0.023750270631827566
1961,CHE,0.024348036377506144
1961,AUS,0.02067794325964048
1961,VEN,0.028719683432234407
1961,DNK,0.018211397607791342
1961,IND,0.019805204106254522
1961,BRA,0.024195801265608188
1961,NOR,0.012210265111923866
1961,ARG,0.01392316154510108
1961,AUT,0.02130222103444639
1961,MEX,0.02679069333100092
1961,ESP,0.009805448299256229
1961,FIN,0.00998730991798096
1961,NZL,0.016887357487474667
1961,HKG,0.005837723218555531
1961,IDN,0.009749882895049486
1961,DZA,0.01943761454719004
1961,ZAF,0.010999897206379906
1961,PHL,0.016111533244073425
1961,CHN,0.00018822109838757345
1961,IRL,0.01713573908641371
1961,CHL,0.01133306253520065
1962,USA,0.058922375493156334
1962,DEU,0.04781465166931686
1962,GBR,0.037936641798390056
1962,FRA,0.03433147106330995
1962,CAN,0.051941354946891644
1962,ITA,0.03190618747460466
1962,NLD,0.03281525122943094
1962,JPN,0.0381707648493036
1962,SWE,0.02394874435667008
1962,CHE,0.025536913210417896
1962,AUS,0.020771771549157606
1962,VEN,0.027455232701559716
1962,DNK,0.018975364881215217
1962,IND,0.021238244110509525
1962,NOR,0.011561536660378948
1962,ARG,0.012670238961698468
1962,AUT,0.021816282612590564
1962,BRA,0.021487157856400943
1962,ESP,0.009188772506966711
1962,MEX,0.026943199399708337
1962,FIN,0.009732098906319722
1962,HKG,0.006877984491238856
1962,NZL,0.01552126684145305
1962,ZAF,0.010611359040755535
1962,PHL,0.014700850489715705
1962,IDN,0.004400761535419294
1962,IRL,0.01654215813367328
1962,PAK,0.007980041581853748
1962,CHL,0.00957550007797731
1962,TUR,0.00889727839441897
1963,USA,0.05782265016970004
1963,DEU,0.04723514555158392
1963,GBR,0.037575598334089494
1963,FRA,0.03444643084878376
1963,CAN,0.05070608222949706
1963,ITA,0.03322147565945222
1963,JPN,0.03831413132825593
1963,NLD,0.03310300427788723
1963,SWE,0.02380406724377049
1963,CHE,0.024928295335499506
1963,AUS,0.02072742669650618
1963,DNK,0.017829674146183524
1963,VEN,0.02625712483115289
1963,IND,0.022338077471260192
1963,NOR,0.011653531077496492
1963,AUT,0.021022130528142353
1963,BRA,0.020236075939407173
1963,ESP,0.009393714369008965
1963,MEX,0.02643105800927463
1963,ARG,0.00803697891273897
1963,FIN,0.008897941545364921
1963,HKG,0.00740824314368936
1963,NZL,0.015367960061286712
1963,ZAF,0.012705742152938317
1963,PHL,0.015747366797397994
1963,IRL,0.01673762828391549
1963,PAK,0.010456040306152398
1963,IDN,0.0020668827390539755
1963,TUR,0.008131946626595835
1963,PER,0.009406141594309046
1964,USA,0.057069361132041196
1964,DEU,0.04620083414401615
1964,GBR,0.03770506907302605
1964,FRA,0.034041358567348856
1964,CAN,0.05024509123681658
1964,JPN,0.03827781231318232
1964,ITA,0.030292639613019694
1964,NLD,0.03327650299740174
1964,SWE,0.023775509177820116
1964,CHE,0.02404284955073425
1964,AUS,0.021450083853217877
1964,DNK,0.017964260522521064
1964,VEN,0.025730495984819763
1964,IND,0.022669315961472584
1964,NOR,0.011494816334717403
1964,ESP,0.010391672153152563
1964,AUT,0.020947712506101543
1964,MEX,0.026774670587843476
1964,BRA,0.0178367842889963
1964,ARG,0.0074845900858628
1964,FIN,0.00971167906734241
1964,ZAF,0.013278390996146102
1964,HKG,0.008799107060299124
1964,NZL,0.015805148033516313
1964,IRN,0.003627200805576086
1964,PHL,0.01556226289950448
1964,SAU,0.0032998777485597056
1964,IRL,0.016797712577482506
1964,PAK,0.008841492321450537
1964,PRT,0.000746998224576378
1965,USA,0.05864649866940248
1965,DEU,0.04765979213257318
1965,GBR,0.03767813387633701
1965,FRA,0.03519314799522337
1965,CAN,0.05181407315859415
1965,JPN,0.040023386117061306
1965,ITA,0.030715786216126747
1965,NLD,0.03407840987713016
1965,SWE,0.024584359771118815
1965,CHE,0.024271294965445504
1965,AUS,0.02181319081576867
1965,DNK,0.018372468610852965
1965,VEN,0.025248115297911038
1965,IND,0.02149449203573992
1965,ESP,0.012809421981366973
1965,NOR,0.011509645234526621
1965,AUT,0.02205427127631331
1965,MEX,0.026047446185739946
1965,ARG,0.0067201107269869
1965,BRA,0.016541667275904223
1965,ZAF,0.013589002636286407
1965,FIN,0.009763736166848091
1965,HKG,0.010328944276501176
1965,IRN,0.0037448238772422693
1965,NZL,0.014793300083999464
1965,PHL,0.014122970907867332
1965,SAU,0.0047934618357000315
1965,IRL,0.016278574646933847
1965,PAK,0.007269481197777396
1965,PRT,0.0016521539339922273
1966,USA,0.05990782047071547
1966,DEU,0.04740792081603525
1966,GBR,0.037836029874710436
1966,FRA,0.03556069126492342
1966,CAN,0.053407941290368466
1966,JPN,0.04094161633492599
1966,ITA,0.030848371952067653
1966,NLD,0.033313302854709737
1966,SWE,0.02275227045035498
1966,CHE,0.02335975131746603
1966,AUS,0.019666777505831092
1966,DNK,0.01726922738796566
1966,ESP,0.013611926687757882
1966,VEN,0.02405702565918113
1966,IND,0.02028971716723906
1966,NOR,0.01171449557043325
1966,AUT,0.02170978509027113
1966,BRA,0.01943786999753925
1966,MEX,0.025468078350490423
1966,HKG,0.0113972178237142
1966,ARG,0.006140596682232503
1966,FIN,0.009194672345074192
1966,ZAF,0.0119151243741617
1966,IRN,0.004765718393117505
1966,SAU,0.006277872965184489
1966,NZL,0.01353772406078641
1966,PHL,0.012799848830147228
1966,PRT,0.002320431948987907
1966,IRL,0.015902553721118245
1966,CHL,0.00871406308778829
1967,USA,0.06172481608956073
1967,DEU,0.04749636887739344
1967,GBR,0.03799307704529592
1967,CAN,0.05545375839073854
1967,FRA,0.035481967790995536
1967,JPN,0.04188581697335165
1967,ITA,0.031887650642552695
1967,NLD,0.03358243448390276
1967,SWE,0.021919197308008787
1967,CHE,0.02296451354749033
1967,AUS,0.021148590539937718
1967,DNK,0.01681698450803969
1967,ESP,0.013506525491509349
1967,NOR,0.01240459539244409
1967,VEN,0.023458384968920325
1967,IND,0.019802002360660556
1967,AUT,0.020645585257964488
1967,BRA,0.018289522068117393
1967,MEX,0.025238041201279038
1967,HKG,0.012917546473453766
1967,IRN,0.010497253966560448
1967,ZAF,0.011941466024322327
1967,FIN,0.008336699196323719
1967,ARG,0.0051716506629693355
1967,SAU,0.0061195647354515
1967,PHL,0.013989898309271321
1967,MYS,0.004444607933198597
1967,NZL,0.011823577644572147
1967,IRL,0.016513932986015046
1967,PRT,0.002415688205765393
1968,USA,0.06444387037898625
1968,DEU,0.04953116476763784
1968,GBR,0.03879764711982642
1968,CAN,0.05782109175773927
1968,FRA,0.03712839909006188
1968,JPN,0.04415166387865828
1968,ITA,0.033215722529427165
1968,NLD,0.03510326658998566
1968,SWE,0.02192269031094403
1968,CHE,0.023653909423267186
1968,AUS,0.020501936120610666
1968,DNK,0.015250501379540564
1968,ESP,0.013221021309932544
1968,NOR,0.011041705472484953
1968,VEN,0.022194224037935292
1968,AUT,0.020568500014242805
1968,BRA,0.01945952849446692
1968,IND,0.015911594489229984
1968,HKG,0.014473484101780792
1968,MEX,0.025554038288789823
1968,IRN,0.010813421226329004
1968,SAU,0.007479939522791869
1968,SGP,0.0027532516798420845
1968,ZAF,0.009484898108659112
1968,FIN,0.007545796338953425
1968,ARG,0.006492760008150732
1968,LBY,0.007742436505298516
1968,MYS,0.004394130153756335
1968,PHL,0.013299720012859747
1968,KOR,0.012232048288081481
1969,USA,0.06532435905367258
1969,DEU,0.051747944020771444
1969,GBR,0.037695757941031464
1969,CAN,0.058721095304237206
1969,FRA,0.04010971079429678
1969,JPN,0.04596131792898956
1969,ITA,0.035453494195678566
1969,NLD,0.03725043697254524
1969,SWE,0.02318695173343391
1969,CHE,0.02531298202739908
1969,AUS,0.02046285898129251
1969,DNK,0.01645200561650744
1969,ESP,0.013648452980475904
1969,NOR,0.011913787827829555
1969,AUT,0.021849422884116242
1969,VEN,0.022190253887146856
1969,BRA,0.01811143888528972
1969,HKG,0.016515219446617765
1969,MEX,0.025625162432498343
1969,FIN,0.00877894808743817
1969,ARG,0.007652904070414054
1969,SGP,0.0056553331457674496
1969,IND,0.012983805311394935
1969,ZAF,0.009892587502278331
1969,LBY,0.00870209612448312
1969,MYS,0.0060355103229440535
1969,SAU,0.010112618387006117
1969,KOR,0.015152611902108653
1969,PHL,0.011369001485306703
1969,IRL,0.016854419344310343
1970,USA,0.06501665104209835
1970,DEU,0.05398993226474695
1970,GBR,0.037058226409155064
1970,JPN,0.048081772875397076
1970,FRA,0.04094617363651318
1970,CAN,0.057309161343380495
1970,ITA,0.0367937853518086
1970,NLD,0.03962184084975789
1970,SWE,0.024024474107399843
1970,CHE,0.02648299531251334
1970,AUS,0.02046265425308488
1970,DNK,0.016552174561283155
1970,ESP,0.01445756157205101
1970,NOR,0.013376299068233611
1970,AUT,0.023105501586660235
1970,BRA,0.018801743975809772
1970,VEN,0.022488004952115587
1970,HKG,0.016855608792743546
1970,FIN,0.009606318951666262
1970,MEX,0.025240832199597343
1970,SGP,0.006817690877676609
1970,ARG,0.007863361819867494
1970,ZAF,0.009938464673606248
1970,IND,0.0116699168185286
1970,LBY,0.00876566073433534
1970,SAU,0.0073052898131969034
1970,MYS,0.005567689263661415
1970,KOR,0.014231021444628244
1970,POL,0.0033906476419620656
1970,PRT,0.003684998299367012
1971,USA,0.06676060696510157
1971,DEU,0.056074477602272466
1971,GBR,0.03708022853719444
1971,JPN,0.04873575961219266
1971,FRA,0.042632011779436894
1971,CAN,0.05918211791716516
1971,ITA,0.03802181854391798
1971,NLD,0.04155240375037429
1971,SWE,0.023928134583387686
1971,CHE,0.027042622456583162
1971,AUS,0.021170278743661612
1971,DNK,0.016434289187459847
1971,ESP,0.014148391438306927
1971,AUT,0.02405631181189773
1971,NOR,0.012739474024145981
1971,BRA,0.019500122758509215
1971,HKG,0.016961466894383357
1971,FIN,0.009709107504197295
1971,SAU,0.00830577501951523
1971,SGP,0.007710154256610079
1971,IND,0.012730629771329518
1971,MEX,0.024062004075955854
1971,ZAF,0.0110705404881853
1971,ARG,0.0063101568116657215
1971,LBY,0.009076160343642729
1971,POL,0.004168661436598717
1971,KOR,0.015084731688793115
1971,IRL,0.019039795732193398
1971,MYS,0.005509532431797969
1971,NGA,0.009117438874588872
1972,USA,0.06781549566599337
1972,DEU,0.057395399121803366
1972,GBR,0.03798120195942947
1972,JPN,0.04998041964326317
1972,FRA,0.04463081938257643
1972,CAN,0.060164271594297214
1972,ITA,0.03947482826876326
1972,NLD,0.04240144639229785
1972,SWE,0.024076847511574354
1972,CHE,0.027643883964819017
1972,AUS,0.021539355370190038
1972,ESP,0.01658257361474575
1972,DNK,0.016243154997680864
1972,AUT,0.02539386293708236
