year,country,value,row_norm
1948,SWE,0.019908601569290092,0.10967321406105235
1948,AUS,0.022947896978013856,0.12641619295867168
1948,CHL,0.006625761143758205,0.036500229195289904
1948,TUR,0.005793096837252654,0.031913218379359586
1948,SAU,0.002666789059880075,0.014690902643360763
1948,COL,0.006625416571392309,0.03649833100275675
1948,PAN,0.0028178180904529495,0.015522896751123838
1948,EGY,0.01114768244539457,0.06141075046698974
1948,ESP,0.007021544856351191,0.03868053662080218
1948,CRI,0.0023950089906465714,0.013193710909082836
1948,DNK,0.010831021603121875,0.05966631793020636
1948,CHN,0.006444897175063242,0.035503879316792566
1948,POL,0.008061481645277719,0.044409377477099936
1948,ITA,0.02298118852328301,0.1265995906100848
1948,FRA,0.04577469282854704,0.2521652597090561
1948,NZL,0.009143197272471915,0.05036837108705065
1948,ZAF,0.013702947352951222,0.075487284884226
1948,IRN,0.008692558423842953,0.04788587573257295
1948,GBR,0.1297575560503335,0.7148130505911108
1948,ISL,0.0025836017174196203,0.014232637245608828
1948,MAR,0.0054448406504794735,0.029994732282426623
1948,DEU,0.02261277226283102,0.12457004598056894
1948,CYP,0.002187708220136232,0.012051725034280269
1948,ECU,0.002499249697485728,0.013767955831070789
1948,URY,0.004642477558099407,0.025574645875100683
1948,BOL,0.003236314853378503,0.017828326638022134
1948,VEN,0.017246981840228624,0.09501078841159036
1948,JPN,0.008343153542567134,0.0459610616664132
1948,CAN,0.053090984832758883,0.29246950992564746
1948,FIN,0.007586150013596026,0.04179085363905044
1948,ISR,0.00292695029421141,0.016124088125721366
1948,THA,0.0025493978638530764,0.014044213837723519
1948,PER,0.004278060660149758,0.0235671330763139
1948,IND,0.03085861702847267,0.16999504958762401
1948,BGR,0.002286746014256388,0.012597307965199388
1948,SUR,0.0019088702029063397,0.01051565222446594
1948,NLD,0.02332175379722284,0.12847570873222247
1948,MEX,0.01088050693713215,0.059938924502340646
1948,TUN,0.0034256958932790465,0.018871595662008012
1948,GTM,0.0026261939588666213,0.01446727090369371
1948,CHE,0.01604888043688867,0.0884106446888871
1948,NOR,0.01031565969741157,0.05682727389151984
1948,AGO,0.002462112908848458,0.01356337536590954
1948,HTI,0.002101518217999451,0.011576918477859398
1948,DZA,0.00949881548742415,0.05232741338727067
1948,ALB,0.0016683926184850304,0.009190900734446367
1948,ETH,0.0017910573560628912,0.0098666406137793
1948,SLE,0.0018162830299067489,0.010005604705138648
1948,PRT,0.006757074047139277,0.037223610398704296
1948,KEN,0.003906271963131283,0.021519010248014166
1948,SLV,0.002531158153390638,0.013943734270487396
1948,GHA,0.004000478045002332,0.0220379760702462
1948,ARG,0.027117865634002033,0.14938786494901016
1948,LKA,0.006789288559155173,0.03740107485093592
1948,HKG,0.0073149341289257645,0.04029676990480753
1948,BRA,0.019877026970740178,0.10949927478693487
1948,IRL,0.007538347801347728,0.041527519108081355
1948,HUN,0.0033708896350671865,0.01856967699294255
1948,IRQ,0.00389603259221405,0.02146260323647457
1948,SYR,0.0043243007622789185,0.023821862199369888
1948,USA,0.1815265627047956,1.0
1948,PHL,0.009430283635180503,0.05194988267648926
1948,NGA,0.005104594358074345,0.028120371377138905
1948,NIC,0.002179346749911401,0.012005663069021615
1948,HND,0.0022094801592121224,0.012171663068425147
1948,MMR,0.004453711636733083,0.02453476543802492
1948,GRC,0.006050556877131809,0.03333152342542519
1948,DOM,0.0028708338925459817,0.015814952091692636
1948,AUT,0.00668718646376386,0.03683861118793275
1948,ROU,0.002213803747545582,0.01219548100597124
1948,IDN,0.007320447364572669,0.04032714141388452
1948,PYF,0.0017833465533794914,0.009824163069069
1948,CMR,0.0022903198782644333,0.012616995794654173
1948,DJI,0.0017235599868177095,0.009494808699818873
1948,TTO,0.0025099671334883823,0.013826996424595844
1948,CUB,0.012609614362611668,0.06946429313002435
1948,PRY,0.002001741493843076,0.011027264902814101
1948,PAK,0.009779746963481504,0.05387501871770494
1948,ZWE,0.003574181910258887,0.019689580725832052
1948,SDN,0.0030533998141276052,0.016820677748926163
1948,MDG,0.0025318471974750054,0.01394753010110359
1948,JAM,0.0025690955908465635,0.014152725378403766
1948,COD,0.0033140276338121596,0.01825643357331422
1948,ZMB,0.0032291956337148118,0.017789108026940576
1948,ANT,0.008009859510914246,0.0441249996230036
1948,MOZ,0.0020499216472186555,0.011292681449338655
1948,TZA,0.0023569970204667355,0.012984309212639919
1948,MUS,0.0019702475581949673,0.010853769987365694
1948,GUY,0.0019102967069681298,0.010523510600896003
1948,JOR,0.0016832525125716551,0.009272761448741885
1949,SWE,0.0195795748003701,0.10664228186869705
1949,AUS,0.025641685201851533,0.13966022494178787
1949,CHL,0.0071332405572227964,0.03885196986638321
1949,TUR,0.00665096311243724,0.0362251933541188
1949,SAU,0.0030089494820498986,0.01638857033746054
1949,COL,0.007013110508077274,0.03819766849914233
1949,LKA,0.0066630788965190025,0.036291183288746136
1949,PAN,0.0031970484980507674,0.017413072068887824
1949,EGY,0.011325923413260008,0.061687872661939445
1949,ESP,0.006789028699525076,0.03697718257782297
1949,CRI,0.002350303096999506,0.012801181225976123
1949,DNK,0.01344190460835131,0.0732127941853386
1949,CHN,0.005472339883469052,0.029805693856190807
1949,NZL,0.010491207510164002,0.05714150178689033
1949,ZAF,0.011386622070924416,0.06201847449705065
1949,GBR,0.1343437953320045,0.7317180804577719
1949,ISL,0.0024605932304286792,0.013401888422961208
1949,MAR,0.006065590430166787,0.033036897427501384
1949,DEU,0.03196786663508522,0.17411645958599842
1949,ITA,0.02465871526575637,0.13430637236519696
