year,country,value,row_norm
1948,SWE,0.07115815390183697,0.11366273551927764
1948,AUS,0.13114852715387068,0.20948688995216305
1948,CHL,0.04029133275761741,0.06435837423868371
1948,TUR,0.02637498186207806,0.042129431742294436
1948,SAU,0.010722085117617412,0.01712666023657859
1948,COL,0.05615334805557457,0.08969517614759183
1948,PAN,0.013147506804562526,0.02100084820534271
1948,EGY,0.038046163161444435,0.06077210753539386
1948,ESP,0.021553474571982454,0.03442791508020663
1948,CRI,0.008418539816656672,0.013447148530007794
1948,DNK,0.0367838445879925,0.05875577385769237
1948,CHN,0.04088541872137084,0.06530732291246426
1948,POL,0.020276836056897257,0.03238870779422185
1948,ITA,0.09873852253375164,0.1577175623161905
1948,FRA,0.14436597526020153,0.2305994571840524
1948,NZL,0.05168338154513956,0.08255518454583545
1948,ZAF,0.10234042272840284,0.16347096943459674
1948,IRN,0.03622961884013568,0.05787049492418428
1948,GBR,0.3520030902823079,0.5622635208878503
1948,ISL,0.004955609072235994,0.007915720861610936
1948,MAR,0.014109547893922889,0.022537540993206363
1948,DEU,0.1416171840188927,0.22620874277218614
1948,CYP,0.0023996920420623303,0.0038330893502509012
1948,ECU,0.007070360155282849,0.011293666744988546
1948,URY,0.020427972221794318,0.032630121448120046
1948,BOL,0.016159876529969332,0.02581258325762537
1948,VEN,0.10937309411451811,0.17470443494659865
1948,JPN,0.05254414471299025,0.08393010352458123
1948,CAN,0.5033768815893613,0.8040567415160735
1948,FIN,0.027564537984468784,0.04402954009967474
1948,ISR,0.00726122016100472,0.01159853230377608
1948,THA,0.00328505199074731,0.005247297394849205
1948,PER,0.01724949276651888,0.027553055084414073
1948,IND,0.13273044078954044,0.2120137209803192
1948,BGR,0.0009439882226173013,0.0015078564830206115
1948,SUR,0.002466027028592321,0.003939047917417138
1948,NLD,0.09004713701449284,0.1438345903811065
1948,MEX,0.11098342518092126,0.17727665786221217
1948,TUN,0.005658284860403535,0.009038122833652898
1948,GTM,0.011343909644660756,0.01811991642552116
1948,CHE,0.06217890403447502,0.09931995051331188
1948,NOR,0.03834096917281667,0.0612430087021993
1948,AGO,0.002554928036261579,0.004081051766140471
1948,HTI,0.005053750712595536,0.008072485008795012
1948,DZA,0.025846689408669556,0.04128557672194868
1948,ALB,1.6342173484714018e-05,2.6103770836517576e-05
1948,ETH,0.0009369297860701435,0.0014965818621592278
1948,SLE,0.0011072885042875834,0.0017687001911263335
1948,PRT,0.023345229668364362,0.03728993122970257
1948,KEN,0.010267727373638388,0.016400903014767213
1948,SLV,0.007709401821390415,0.012314424309621035
1948,GHA,0.019004421888189495,0.030356248164531006
1948,ARG,0.13540764507476155,0.21629008771998962
1948,LKA,0.02327581071007327,0.03717904655572481
1948,HKG,0.026380170243472546,0.042137719276327826
1948,BRA,0.15120093881547375,0.24151711893141192
1948,IRL,0.04044700351524975,0.06460703111330217
1948,HUN,0.005024082857109381,0.008025095785963306
1948,IRQ,0.0098399756558816,0.015717644277751953
1948,SYR,0.00792096960670014,0.012652366933304498
1948,USA,0.6260464661240559,1.0
1948,PHL,0.08539113907355207,0.13639744602700332
1948,NGA,0.025987817268246248,0.04151100385429947
1948,NIC,0.005160733167459653,0.00824337081464655
1948,HND,0.005430979170791845,0.00867504165372232
1948,MMR,0.009732422662116177,0.015545847135550515
1948,GRC,0.03844505125420127,0.06140926166746078
1948,DOM,0.013467624526549926,0.021512180413588045
1948,AUT,0.02566358639701384,0.04099310160777811
1948,ROU,0.0019736554723593373,0.003152570263000642
1948,IDN,0.028653875265323675,0.0457695663434121
1948,PYF,0.0006180129308870778,0.0009871678291122465
1948,CMR,0.002233872585832043,0.0035682217003192604
1948,DJI,0.00025091205558459856,0.0004007882308449584
1948,TTO,0.00480239586407253,0.00767098949348737
1948,CUB,0.11111759885625014,0.17749097689856033
1948,PRY,0.00173560377402942,0.0027723242090555893
1948,PAK,0.03401783426748022,0.0543375549711023
1948,ZWE,0.010364943338776517,0.016556188557292524
1948,SDN,0.006669108001650468,0.010652736438143129
1948,MDG,0.003167186241093605,0.005059027424437219
1948,JAM,0.008032842656100702,0.012831064610640151
1948,COD,0.012938535955362544,0.020667053733993402
1948,ZMB,0.008068938942667346,0.012888722130520619
1948,ANT,0.023902806323233244,0.038180562652512
1948,MOZ,0.0006863400352156135,0.0010963084568863456
1948,TZA,0.0035825641458110393,0.005722521154046618
1948,MUS,0.0014472854439222548,0.002311785981131094
1948,GUY,0.0023171246521885343,0.003701202350896073
1948,JOR,1.0959828111026585e-06,1.7506413188274129e-06
1949,SWE,0.06732216197109489,0.10860427133697227
1949,AUS,0.15257824187005695,0.24613958160298743
1949,CHL,0.04307353120279441,0.06948632267927367
1949,TUR,0.030915021203471046,0.04987218551613927
1949,SAU,0.012278095665506979,0.01980705304340268
1949,COL,0.05747985481581988,0.09272663809441159
1949,LKA,0.02336676811415519,0.03769532573281603
1949,PAN,0.017569987144944475,0.02834394492702046
1949,EGY,0.037060438463535954,0.059785987213083605
1949,ESP,0.021945879428836537,0.03540314473621886
1949,CRI,0.00680386086172979,0.010976004476558117
1949,DNK,0.0570951167301778,0.0921059777023006
1949,CHN,0.021082991970743654,0.03401113264260508
1949,NZL,0.06185438033968195,0.09978363304308853
1949,ZAF,0.07812616031543176,0.1260333070862453
1949,GBR,0.36959642812432536,0.5962338342970062
1949,ISL,0.004127629045634786,0.006658700964519807
1949,MAR,0.015469661097741363,0.024955693967039477
1949,DEU,0.15647706832842628,0.2524291776911569
1949,ITA,0.09990664411702851,0.16116963520438807
